Name,Count,Year,Gender,Country
Andrea,1310,1990,F,Chile
Romina,1278,1990,F,Chile
Fernanda,1216,1990,F,Chile
Paula,1216,1990,F,Chile
Pamela,1216,1990,F,Chile
Elizabeth,1123,1990,F,Chile
Patricia,1123,1990,F,Chile
Tamara,1091,1990,F,Chile
Karina,1060,1990,F,Chile
Jocelyn,1029,1990,F,Chile
Evelyn,1029,1990,F,Chile
Marcela,998,1990,F,Chile
Gabriela,998,1990,F,Chile
Valentina,998,1990,F,Chile
Karla,811,1990,F,Chile
Paola,811,1990,F,Chile
Nicol,780,1990,F,Chile
Catherine,748,1990,F,Chile
Vanessa,748,1990,F,Chile
Viviana,748,1990,F,Chile
Yesenia,748,1990,F,Chile
Victoria,717,1990,F,Chile
Yasna,717,1990,F,Chile
Verónica,717,1990,F,Chile
Jennifer,717,1990,F,Chile
Valeska,655,1990,F,Chile
Yessenia,655,1990,F,Chile
Nataly,655,1990,F,Chile
Rocío,624,1990,F,Chile
Jessica,624,1990,F,Chile
María,7899,1991,F,Chile
Camila,4903,1991,F,Chile
Daniela,4449,1991,F,Chile
Nicole,3904,1991,F,Chile
Katherine,3269,1991,F,Chile
Carolina,3147,1991,F,Chile
Francisca,2724,1991,F,Chile
Bárbara,2572,1991,F,Chile
Claudia,2300,1991,F,Chile
Constanza,2240,1991,F,Chile
Ana,1816,1991,F,Chile
Javiera,1786,1991,F,Chile
Natalia,1755,1991,F,Chile
Paulina,1695,1991,F,Chile
Valentina,1574,1991,F,Chile
Catalina,1543,1991,F,Chile
Carla,1513,1991,F,Chile
Romina,1392,1991,F,Chile
Karen,1362,1991,F,Chile
Macarena,1301,1991,F,Chile
Fernanda,1301,1991,F,Chile
Andrea,1301,1991,F,Chile
Paula,1301,1991,F,Chile
Gabriela,1301,1991,F,Chile
Alejandra,1241,1991,F,Chile
Valeria,1150,1991,F,Chile
Elizabeth,1090,1991,F,Chile
Tamara,1090,1991,F,Chile
Pamela,1059,1991,F,Chile
Karina,1059,1991,F,Chile
Patricia,999,1991,F,Chile
Evelyn,938,1991,F,Chile
Marcela,878,1991,F,Chile
Nicol,787,1991,F,Chile
Karla,787,1991,F,Chile
Victoria,726,1991,F,Chile
Jocelyn,696,1991,F,Chile
Paola,696,1991,F,Chile
Solange,666,1991,F,Chile
Vanessa,666,1991,F,Chile
Verónica,636,1991,F,Chile
Rocío,636,1991,F,Chile
Catherine,605,1991,F,Chile
Viviana,605,1991,F,Chile
Nataly,605,1991,F,Chile
Jessica,575,1991,F,Chile
Valeska,575,1991,F,Chile
Cecilia,575,1991,F,Chile
Yasna,575,1991,F,Chile
Stephanie,575,1991,F,Chile
Camila,7932,1996,F,Chile
Javiera,6109,1996,F,Chile
María,6002,1996,F,Chile
Constanza,3617,1996,F,Chile
Francisca,3376,1996,F,Chile
Daniela,3082,1996,F,Chile
Catalina,2867,1996,F,Chile
Valentina,2814,1996,F,Chile
Bárbara,2706,1996,F,Chile
Fernanda,1876,1996,F,Chile
Carolina,1849,1996,F,Chile
Nicole,1688,1996,F,Chile
Claudia,1527,1996,F,Chile
Tamara,1420,1996,F,Chile
Katherine,1393,1996,F,Chile
Paula,1286,1996,F,Chile
Macarena,1286,1996,F,Chile
Natalia,1233,1996,F,Chile
Carla,1206,1996,F,Chile
Sofía,1099,1996,F,Chile
Gabriela,1018,1996,F,Chile
Alejandra,938,1996,F,Chile
Karina,911,1996,F,Chile
Paulina,911,1996,F,Chile
Valeria,884,1996,F,Chile
Rocío,857,1996,F,Chile
Andrea,777,1996,F,Chile
Ana,777,1996,F,Chile
Belén,777,1996,F,Chile
Romina,723,1996,F,Chile
Karla,670,1996,F,Chile
Marcela,670,1996,F,Chile
Michelle,670,1996,F,Chile
Elizabeth,670,1996,F,Chile
Patricia,643,1996,F,Chile
Karen,616,1996,F,Chile
Pamela,616,1996,F,Chile
Vanessa,590,1996,F,Chile
Victoria,563,1996,F,Chile
Genesis,563,1996,F,Chile
Danitza,563,1996,F,Chile
Estefanía,536,1996,F,Chile
Vania,482,1996,F,Chile
Angela,482,1996,F,Chile
Nicol,482,1996,F,Chile
Paola,456,1996,F,Chile
Isidora,456,1996,F,Chile
Alexandra,429,1996,F,Chile
Tania,402,1996,F,Chile
Verónica,402,1996,F,Chile
Camila,6893,1997,F,Chile
Javiera,6711,1997,F,Chile
María,5536,1997,F,Chile
Francisca,3943,1997,F,Chile
Constanza,3838,1997,F,Chile
Catalina,3342,1997,F,Chile
Valentina,2872,1997,F,Chile
Daniela,2820,1997,F,Chile
Bárbara,2272,1997,F,Chile
Fernanda,1906,1997,F,Chile
Tamara,1645,1997,F,Chile
Carolina,1619,1997,F,Chile
Natalia,1384,1997,F,Chile
Katherine,1306,1997,F,Chile
Nicole,1306,1997,F,Chile
Claudia,1227,1997,F,Chile
Carla,1097,1997,F,Chile
Sofía,1071,1997,F,Chile
Paula,1071,1997,F,Chile
Valeria,1071,1997,F,Chile
Gabriela,1018,1997,F,Chile
Macarena,966,1997,F,Chile
Rocío,888,1997,F,Chile
Belén,862,1997,F,Chile
Paulina,836,1997,F,Chile
Alejandra,809,1997,F,Chile
Ana,783,1997,F,Chile
Michelle,783,1997,F,Chile
Romina,757,1997,F,Chile
Karina,731,1997,F,Chile
Danitza,705,1997,F,Chile
Karla,679,1997,F,Chile
Andrea,679,1997,F,Chile
Karen,574,1997,F,Chile
Genesis,574,1997,F,Chile
Patricia,574,1997,F,Chile
Marcela,574,1997,F,Chile
Vanessa,574,1997,F,Chile
Elizabeth,574,1997,F,Chile
Isidora,548,1997,F,Chile
Estefanía,522,1997,F,Chile
Antonia,522,1997,F,Chile
Pamela,496,1997,F,Chile
Victoria,496,1997,F,Chile
Alexandra,470,1997,F,Chile
Nicol,418,1997,F,Chile
Paola,418,1997,F,Chile
Vania,418,1997,F,Chile
Angela,392,1997,F,Chile
Pía,392,1997,F,Chile
Camila,9296,1994,F,Chile
María,7072,1994,F,Chile
Daniela,4705,1994,F,Chile
Constanza,4021,1994,F,Chile
Francisca,3336,1994,F,Chile
Valentina,2395,1994,F,Chile
Bárbara,2338,1994,F,Chile
Javiera,2310,1994,F,Chile
Carolina,2253,1994,F,Chile
Nicole,2196,1994,F,Chile
Macarena,2139,1994,F,Chile
Catalina,1882,1994,F,Chile
Claudia,1882,1994,F,Chile
Katherine,1853,1994,F,Chile
Fernanda,1768,1994,F,Chile
Paula,1540,1994,F,Chile
Natalia,1397,1994,F,Chile
Carla,1369,1994,F,Chile
Gabriela,1169,1994,F,Chile
Paulina,1141,1994,F,Chile
Alejandra,1055,1994,F,Chile
Andrea,1027,1994,F,Chile
Tamara,998,1994,F,Chile
Ana,998,1994,F,Chile
Karina,998,1994,F,Chile
Valeria,855,1994,F,Chile
Marcela,855,1994,F,Chile
Romina,827,1994,F,Chile
Karen,827,1994,F,Chile
Karla,827,1994,F,Chile
Patricia,798,1994,F,Chile
Elizabeth,770,1994,F,Chile
Nicol,713,1994,F,Chile
Vanessa,684,1994,F,Chile
Pamela,684,1994,F,Chile
Rocío,656,1994,F,Chile
Victoria,656,1994,F,Chile
Yaritza,656,1994,F,Chile
Belén,627,1994,F,Chile
Sofía,599,1994,F,Chile
Jocelyn,570,1994,F,Chile
Paola,542,1994,F,Chile
Rosa,513,1994,F,Chile
Michelle,513,1994,F,Chile
Tania,513,1994,F,Chile
Angela,485,1994,F,Chile
Verónica,485,1994,F,Chile
Estefanía,485,1994,F,Chile
Jennifer,485,1994,F,Chile
Evelyn,456,1994,F,Chile
Constanza,4547,2005,F,Chile
Catalina,4379,2005,F,Chile
Valentina,4188,2005,F,Chile
Javiera,3757,2005,F,Chile
Martina,3661,2005,F,Chile
Sofia,3350,2005,F,Chile
Maria,3063,2005,F,Chile
Antonia,3039,2005,F,Chile
Fernanda,2896,2005,F,Chile
Francisca,2824,2005,F,Chile
Isidora,2465,2005,F,Chile
Camila,2226,2005,F,Chile
Florencia,1412,2005,F,Chile
Josefa,1292,2005,F,Chile
Daniela,1244,2005,F,Chile
Antonella,1149,2005,F,Chile
Millaray,1053,2005,F,Chile
Barbara,1005,2005,F,Chile
Belen,1005,2005,F,Chile
Rocio,885,2005,F,Chile
Ignacia,861,2005,F,Chile
Krishna,814,2005,F,Chile
Monserrat,742,2005,F,Chile
Gabriela,742,2005,F,Chile
Anais,718,2005,F,Chile
Carolina,670,2005,F,Chile
Natalia,670,2005,F,Chile
Pia,670,2005,F,Chile
Victoria,622,2005,F,Chile
Paula,622,2005,F,Chile
Emilia,622,2005,F,Chile
Renata,574,2005,F,Chile
Carla,574,2005,F,Chile
Alondra,526,2005,F,Chile
Genesis,526,2005,F,Chile
Amanda,503,2005,F,Chile
Paz,503,2005,F,Chile
Magdalena,479,2005,F,Chile
Alejandra,455,2005,F,Chile
Laura,455,2005,F,Chile
Tamara,455,2005,F,Chile
Nicole,431,2005,F,Chile
Karla,431,2005,F,Chile
Trinidad,431,2005,F,Chile
Claudia,407,2005,F,Chile
Katalina,407,2005,F,Chile
Alexandra,407,2005,F,Chile
Josefina,383,2005,F,Chile
Maite,383,2005,F,Chile
Paloma,359,2005,F,Chile
Macarena,359,2005,F,Chile
Angela,359,2005,F,Chile
Noelia,359,2005,F,Chile
Katherine,335,2005,F,Chile
Agustina,335,2005,F,Chile
Karen,335,2005,F,Chile
Paulina,335,2005,F,Chile
Mariana,311,2005,F,Chile
Matilde,287,2005,F,Chile
Michelle,287,2005,F,Chile
Romina,287,2005,F,Chile
Maura,287,2005,F,Chile
Kiara,287,2005,F,Chile
Ana,287,2005,F,Chile
Almendra,287,2005,F,Chile
Consuelo,287,2005,F,Chile
Valeria,287,2005,F,Chile
Rayen,263,2005,F,Chile
Danae,263,2005,F,Chile
Matilda,263,2005,F,Chile
Dafne,263,2005,F,Chile
Andrea,239,2005,F,Chile
Estefania,239,2005,F,Chile
Thiare,239,2005,F,Chile
Noemi,239,2005,F,Chile
Isabel,215,2005,F,Chile
Tiare,215,2005,F,Chile
Elizabeth,215,2005,F,Chile
Esperanza,215,2005,F,Chile
Dayris,215,2005,F,Chile
Marcela,215,2005,F,Chile
Colomba,215,2005,F,Chile
Emily,191,2005,F,Chile
Tania,191,2005,F,Chile
Scarlett,191,2005,F,Chile
Patricia,191,2005,F,Chile
Karina,191,2005,F,Chile
Denisse,191,2005,F,Chile
Damaris,191,2005,F,Chile
Pamela,191,2005,F,Chile
Nicol,168,2005,F,Chile
Yasmin,168,2005,F,Chile
Franchesca,168,2005,F,Chile
Sophia,168,2005,F,Chile
Nayareth,168,2005,F,Chile
Giuliana,168,2005,F,Chile
Ayleen,168,2005,F,Chile
Montserrat,168,2005,F,Chile
Aylin,168,2005,F,Chile
Scarleth,168,2005,F,Chile
Javiera,7276,1998,F,Chile
Camila,7020,1998,F,Chile
María,5457,1998,F,Chile
Catalina,4586,1998,F,Chile
Francisca,3766,1998,F,Chile
Constanza,3407,1998,F,Chile
Valentina,3331,1998,F,Chile
Daniela,2664,1998,F,Chile
Fernanda,1921,1998,F,Chile
Bárbara,1819,1998,F,Chile
Carolina,1563,1998,F,Chile
Sofía,1255,1998,F,Chile
Paula,1179,1998,F,Chile
Carla,1153,1998,F,Chile
Natalia,1127,1998,F,Chile
Katherine,1102,1998,F,Chile
Claudia,1076,1998,F,Chile
Tamara,1050,1998,F,Chile
Nicole,974,1998,F,Chile
Valeria,948,1998,F,Chile
Belén,897,1998,F,Chile
Gabriela,871,1998,F,Chile
Alejandra,845,1998,F,Chile
Paulina,845,1998,F,Chile
Rocío,845,1998,F,Chile
Macarena,820,1998,F,Chile
Karla,717,1998,F,Chile
Romina,717,1998,F,Chile
Karina,692,1998,F,Chile
Michelle,692,1998,F,Chile
Antonia,666,1998,F,Chile
Ana,640,1998,F,Chile
Andrea,615,1998,F,Chile
Isidora,615,1998,F,Chile
Josefa,589,1998,F,Chile
Patricia,589,1998,F,Chile
Marcela,564,1998,F,Chile
Vanessa,564,1998,F,Chile
Karen,538,1998,F,Chile
Genesis,538,1998,F,Chile
Elizabeth,538,1998,F,Chile
Danitza,512,1998,F,Chile
Ignacia,487,1998,F,Chile
Victoria,487,1998,F,Chile
Tiare,487,1998,F,Chile
Alexandra,487,1998,F,Chile
Estefanía,461,1998,F,Chile
Denisse,436,1998,F,Chile
Pamela,410,1998,F,Chile
Paola,384,1998,F,Chile
Javiera,6609,1999,F,Chile
Catalina,5562,1999,F,Chile
Camila,5287,1999,F,Chile
María,4639,1999,F,Chile
Valentina,4115,1999,F,Chile
Francisca,3417,1999,F,Chile
Constanza,3068,1999,F,Chile
Daniela,2569,1999,F,Chile
Fernanda,2295,1999,F,Chile
Bárbara,1646,1999,F,Chile
Sofía,1621,1999,F,Chile
Carolina,1397,1999,F,Chile
Carla,1048,1999,F,Chile
Natalia,998,1999,F,Chile
Belén,998,1999,F,Chile
Tamara,998,1999,F,Chile
Katherine,973,1999,F,Chile
Paula,948,1999,F,Chile
Claudia,923,1999,F,Chile
Rocío,848,1999,F,Chile
Paulina,823,1999,F,Chile
Valeria,823,1999,F,Chile
Nicole,823,1999,F,Chile
Gabriela,798,1999,F,Chile
Ignacia,748,1999,F,Chile
Macarena,723,1999,F,Chile
Alejandra,723,1999,F,Chile
Antonia,698,1999,F,Chile
Alexandra,673,1999,F,Chile
Karla,648,1999,F,Chile
Isidora,648,1999,F,Chile
Scarlett,599,1999,F,Chile
Denisse,574,1999,F,Chile
Génesis,574,1999,F,Chile
Ana,549,1999,F,Chile
Andrea,549,1999,F,Chile
Josefa,549,1999,F,Chile
Vanessa,524,1999,F,Chile
Romina,524,1999,F,Chile
Karen,524,1999,F,Chile
Patricia,524,1999,F,Chile
Karina,499,1999,F,Chile
Tiare,499,1999,F,Chile
Victoria,499,1999,F,Chile
Anaís,499,1999,F,Chile
Marcela,499,1999,F,Chile
Krishna,474,1999,F,Chile
Michelle,474,1999,F,Chile
Estefanía,474,1999,F,Chile
Elizabeth,449,1999,F,Chile
Catalina,4833,2004,F,Chile
Valentina,4594,2004,F,Chile
Constanza,4426,2004,F,Chile
Javiera,3804,2004,F,Chile
Fernanda,3326,2004,F,Chile
Maria,3302,2004,F,Chile
Antonia,2895,2004,F,Chile
Francisca,2728,2004,F,Chile
Sofia,2680,2004,F,Chile
Martina,2608,2004,F,Chile
Camila,2249,2004,F,Chile
Isidora,1962,2004,F,Chile
Daniela,1507,2004,F,Chile
Florencia,1459,2004,F,Chile
Belen,1316,2004,F,Chile
Millaray,1244,2004,F,Chile
Josefa,1077,2004,F,Chile
Barbara,1029,2004,F,Chile
Monserrat,861,2004,F,Chile
Antonella,837,2004,F,Chile
Ignacia,813,2004,F,Chile
Pia,790,2004,F,Chile
Carolina,766,2004,F,Chile
Anais,718,2004,F,Chile
Rocio,718,2004,F,Chile
Carla,694,2004,F,Chile
Gabriela,694,2004,F,Chile
Paula,694,2004,F,Chile
Natalia,598,2004,F,Chile
Genesis,598,2004,F,Chile
Paz,550,2004,F,Chile
Victoria,550,2004,F,Chile
Renata,526,2004,F,Chile
Emilia,526,2004,F,Chile
Paloma,526,2004,F,Chile
Alejandra,502,2004,F,Chile
Tamara,502,2004,F,Chile
Krishna,502,2004,F,Chile
Nicole,502,2004,F,Chile
Amanda,479,2004,F,Chile
Katherine,479,2004,F,Chile
Karla,455,2004,F,Chile
Magdalena,455,2004,F,Chile
Karen,431,2004,F,Chile
Macarena,431,2004,F,Chile
Trinidad,431,2004,F,Chile
Claudia,431,2004,F,Chile
Paulina,407,2004,F,Chile
Alexandra,407,2004,F,Chile
Kiara,383,2004,F,Chile
Katalina,359,2004,F,Chile
Josefina,359,2004,F,Chile
Ana,359,2004,F,Chile
Michelle,359,2004,F,Chile
Valeria,335,2004,F,Chile
Romina,335,2004,F,Chile
Consuelo,335,2004,F,Chile
Mariana,335,2004,F,Chile
Angela,335,2004,F,Chile
Maura,311,2004,F,Chile
Laura,311,2004,F,Chile
Noelia,287,2004,F,Chile
Rayen,287,2004,F,Chile
Maite,287,2004,F,Chile
Alondra,263,2004,F,Chile
Danae,263,2004,F,Chile
Dafne,263,2004,F,Chile
Isabel,263,2004,F,Chile
Elizabeth,263,2004,F,Chile
Andrea,239,2004,F,Chile
Karina,239,2004,F,Chile
Almendra,239,2004,F,Chile
Estefania,239,2004,F,Chile
Thiare,239,2004,F,Chile
Montserrat,239,2004,F,Chile
Marcela,239,2004,F,Chile
Patricia,239,2004,F,Chile
Tiare,215,2004,F,Chile
Cristina,215,2004,F,Chile
Vanessa,215,2004,F,Chile
Scarlett,215,2004,F,Chile
Noemi,215,2004,F,Chile
Jazmin,215,2004,F,Chile
Damaris,215,2004,F,Chile
Isabella,215,2004,F,Chile
Pamela,215,2004,F,Chile
Denisse,191,2004,F,Chile
Aylin,191,2004,F,Chile
Dominique,191,2004,F,Chile
Christell,191,2004,F,Chile
Matilda,191,2004,F,Chile
Nayareth,191,2004,F,Chile
Paola,191,2004,F,Chile
Esperanza,191,2004,F,Chile
Ayline,167,2004,F,Chile
Sophia,167,2004,F,Chile
Nicol,167,2004,F,Chile
Geraldine,167,2004,F,Chile
Agustina,167,2004,F,Chile
Yuliana,167,2004,F,Chile
Camila,9019,1995,F,Chile
María,6517,1995,F,Chile
Constanza,3877,1995,F,Chile
Daniela,3822,1995,F,Chile
Javiera,3602,1995,F,Chile
Francisca,3080,1995,F,Chile
Valentina,2695,1995,F,Chile
Nicole,2612,1995,F,Chile
Catalina,2282,1995,F,Chile
Carolina,2117,1995,F,Chile
Bárbara,2117,1995,F,Chile
Claudia,1870,1995,F,Chile
Fernanda,1732,1995,F,Chile
Macarena,1677,1995,F,Chile
Katherine,1677,1995,F,Chile
Paula,1402,1995,F,Chile
Natalia,1375,1995,F,Chile
Carla,1292,1995,F,Chile
Gabriela,1072,1995,F,Chile
Karina,1045,1995,F,Chile
Alejandra,1017,1995,F,Chile
Paulina,990,1995,F,Chile
Tamara,962,1995,F,Chile
Ana,962,1995,F,Chile
Valeria,962,1995,F,Chile
Andrea,852,1995,F,Chile
Marcela,825,1995,F,Chile
Elizabeth,770,1995,F,Chile
Patricia,770,1995,F,Chile
Karla,742,1995,F,Chile
Karen,715,1995,F,Chile
Romina,715,1995,F,Chile
Rocío,715,1995,F,Chile
Belén,715,1995,F,Chile
Pamela,687,1995,F,Chile
Sofía,687,1995,F,Chile
Vanessa,687,1995,F,Chile
Nicol,660,1995,F,Chile
Paola,632,1995,F,Chile
Victoria,577,1995,F,Chile
Angela,522,1995,F,Chile
Tania,522,1995,F,Chile
Michelle,522,1995,F,Chile
Genesis,467,1995,F,Chile
Estefanía,467,1995,F,Chile
Pía,440,1995,F,Chile
Yaritza,440,1995,F,Chile
Alexandra,440,1995,F,Chile
Isabel,440,1995,F,Chile
Jocelyn,412,1995,F,Chile
María,7713,1992,F,Chile
Camila,5408,1992,F,Chile
Daniela,4167,1992,F,Chile
Nicole,3162,1992,F,Chile
Carolina,3073,1992,F,Chile
Constanza,2985,1992,F,Chile
Francisca,2719,1992,F,Chile
Katherine,2600,1992,F,Chile
Bárbara,2482,1992,F,Chile
Javiera,2275,1992,F,Chile
Claudia,2187,1992,F,Chile
Natalia,1832,1992,F,Chile
Valentina,1803,1992,F,Chile
Fernanda,1714,1992,F,Chile
Gabriela,1625,1992,F,Chile
Catalina,1537,1992,F,Chile
Carla,1478,1992,F,Chile
Ana,1389,1992,F,Chile
Paulina,1389,1992,F,Chile
Macarena,1359,1992,F,Chile
Paula,1271,1992,F,Chile
Alejandra,1182,1992,F,Chile
Tamara,1152,1992,F,Chile
Andrea,1152,1992,F,Chile
Valeria,1152,1992,F,Chile
Jocelyn,1123,1992,F,Chile
Romina,1064,1992,F,Chile
Estefanía,1034,1992,F,Chile
Elizabeth,1005,1992,F,Chile
Karen,1005,1992,F,Chile
Karina,975,1992,F,Chile
Patricia,916,1992,F,Chile
Marcela,887,1992,F,Chile
Evelyn,887,1992,F,Chile
Pamela,887,1992,F,Chile
Nicol,739,1992,F,Chile
Vanessa,709,1992,F,Chile
Karla,680,1992,F,Chile
Yesenia,680,1992,F,Chile
Victoria,680,1992,F,Chile
Verónica,650,1992,F,Chile
Rocío,621,1992,F,Chile
Jessica,591,1992,F,Chile
Paola,591,1992,F,Chile
Yessenia,591,1992,F,Chile
Mariana,561,1992,F,Chile
Belén,561,1992,F,Chile
Nataly,561,1992,F,Chile
Viviana,532,1992,F,Chile
Joselyn,532,1992,F,Chile
Catalina,5435,2003,F,Chile
Javiera,4451,2003,F,Chile
Valentina,4402,2003,F,Chile
Constanza,4254,2003,F,Chile
María,4058,2003,F,Chile
Fernanda,3221,2003,F,Chile
Antonia,2877,2003,F,Chile
Francisca,2754,2003,F,Chile
Camila,2508,2003,F,Chile
Sofía,2361,2003,F,Chile
Martina,1746,2003,F,Chile
Daniela,1746,2003,F,Chile
Isidora,1475,2003,F,Chile
Belén,1230,2003,F,Chile
Millaray,1205,2003,F,Chile
Bárbara,1180,2003,F,Chile
Pía,984,2003,F,Chile
Josefa,934,2003,F,Chile
Monserrat,885,2003,F,Chile
Natalia,861,2003,F,Chile
Carla,861,2003,F,Chile
Anaís,836,2003,F,Chile
Carolina,812,2003,F,Chile
Paula,713,2003,F,Chile
Tamara,689,2003,F,Chile
Ignacia,664,2003,F,Chile
Krishna,664,2003,F,Chile
Rocío,639,2003,F,Chile
Paloma,639,2003,F,Chile
Katherine,615,2003,F,Chile
Nicole,615,2003,F,Chile
Karla,615,2003,F,Chile
Florencia,590,2003,F,Chile
Génesis,590,2003,F,Chile
Gabriela,566,2003,F,Chile
Alejandra,541,2003,F,Chile
Renata,541,2003,F,Chile
Macarena,516,2003,F,Chile
Claudia,492,2003,F,Chile
Paz,492,2003,F,Chile
Paulina,467,2003,F,Chile
Romina,467,2003,F,Chile
Victoria,467,2003,F,Chile
Valeria,418,2003,F,Chile
Antonella,418,2003,F,Chile
Alexandra,418,2003,F,Chile
Ana,418,2003,F,Chile
Kiara,393,2003,F,Chile
Katalina,393,2003,F,Chile
Consuelo,369,2003,F,Chile
Emilia,369,2003,F,Chile
Michelle,369,2003,F,Chile
Amanda,369,2003,F,Chile
Ángela,344,2003,F,Chile
Dafne,344,2003,F,Chile
Thiare,344,2003,F,Chile
Maura,344,2003,F,Chile
Tiare,320,2003,F,Chile
Maite,320,2003,F,Chile
Elizabeth,295,2003,F,Chile
Laura,295,2003,F,Chile
Almendra,295,2003,F,Chile
Patricia,295,2003,F,Chile
Danae,295,2003,F,Chile
Josefina,295,2003,F,Chile
Andrea,295,2003,F,Chile
Estefanía,271,2003,F,Chile
Mariana,271,2003,F,Chile
Scarleth,271,2003,F,Chile
Karen,271,2003,F,Chile
Rayén,271,2003,F,Chile
Karina,271,2003,F,Chile
Denisse,271,2003,F,Chile
Alondra,271,2003,F,Chile
Vanessa,246,2003,F,Chile
Magdalena,246,2003,F,Chile
Marcela,246,2003,F,Chile
Noelia,246,2003,F,Chile
Scarlett,221,2003,F,Chile
Damaris,221,2003,F,Chile
Nicol,221,2003,F,Chile
Isabel,221,2003,F,Chile
Francesca,221,2003,F,Chile
Kimberly,197,2003,F,Chile
Pamela,197,2003,F,Chile
Ayline,197,2003,F,Chile
Esperanza,197,2003,F,Chile
Cristina,197,2003,F,Chile
Noemi,197,2003,F,Chile
Aylin,197,2003,F,Chile
Montserrat,197,2003,F,Chile
Nataly,197,2003,F,Chile
Tania,197,2003,F,Chile
Aracely,197,2003,F,Chile
Geraldine,197,2003,F,Chile
Trinidad,197,2003,F,Chile
Jazmin,197,2003,F,Chile
Vania,172,2003,F,Chile
Nayareth,172,2003,F,Chile
Kristel,172,2003,F,Chile
María,7279,1993,F,Chile
Camila,6119,1993,F,Chile
Daniela,4611,1993,F,Chile
Constanza,3654,1993,F,Chile
Francisca,3161,1993,F,Chile
Nicole,2726,1993,F,Chile
Carolina,2639,1993,F,Chile
Javiera,2204,1993,F,Chile
Katherine,2088,1993,F,Chile
Paula,1972,1993,F,Chile
Claudia,1972,1993,F,Chile
Valentina,1943,1993,F,Chile
Fernanda,1885,1993,F,Chile
Bárbara,1885,1993,F,Chile
Macarena,1827,1993,F,Chile
Catalina,1711,1993,F,Chile
Natalia,1624,1993,F,Chile
Carla,1392,1993,F,Chile
Gabriela,1305,1993,F,Chile
Paulina,1218,1993,F,Chile
Karina,1189,1993,F,Chile
Andrea,1131,1993,F,Chile
Tamara,1102,1993,F,Chile
Valeria,1102,1993,F,Chile
Ana,1073,1993,F,Chile
Alejandra,1073,1993,F,Chile
Romina,928,1993,F,Chile
Jocelyn,899,1993,F,Chile
Karen,899,1993,F,Chile
Marcela,870,1993,F,Chile
Patricia,841,1993,F,Chile
Elizabeth,841,1993,F,Chile
Vanessa,841,1993,F,Chile
Pamela,812,1993,F,Chile
Karla,725,1993,F,Chile
Nicol,725,1993,F,Chile
Victoria,696,1993,F,Chile
Rocío,667,1993,F,Chile
Estefanía,638,1993,F,Chile
Evelyn,580,1993,F,Chile
Verónica,580,1993,F,Chile
Belén,551,1993,F,Chile
Yessenia,551,1993,F,Chile
Paola,551,1993,F,Chile
Michelle,493,1993,F,Chile
Rosa,493,1993,F,Chile
Nataly,493,1993,F,Chile
Jennifer,493,1993,F,Chile
Jessica,493,1993,F,Chile
Angela,464,1993,F,Chile
