Rank,Name,Count,Gender,Year,Country
9,Katherine,2088,F,1993,Chile
10,Paula,1972,F,1993,Chile
11,Claudia,1972,F,1993,Chile
12,Valentina,1943,F,1993,Chile
13,Fernanda,1885,F,1993,Chile
14,Bárbara,1885,F,1993,Chile
15,Macarena,1827,F,1993,Chile
16,Catalina,1711,F,1993,Chile
17,Natalia,1624,F,1993,Chile
18,Carla,1392,F,1993,Chile
19,Gabriela,1305,F,1993,Chile
20,Paulina,1218,F,1993,Chile
21,Karina,1189,F,1993,Chile
22,Andrea,1131,F,1993,Chile
23,Tamara,1102,F,1993,Chile
24,Valeria,1102,F,1993,Chile
25,Ana,1073,F,1993,Chile
26,Alejandra,1073,F,1993,Chile
27,Romina,928,F,1993,Chile
28,Jocelyn,899,F,1993,Chile
29,Karen,899,F,1993,Chile
30,Marcela,870,F,1993,Chile
31,Patricia,841,F,1993,Chile
32,Elizabeth,841,F,1993,Chile
33,Vanessa,841,F,1993,Chile
34,Pamela,812,F,1993,Chile
35,Karla,725,F,1993,Chile
36,Nicol,725,F,1993,Chile
37,Victoria,696,F,1993,Chile
38,Rocío,667,F,1993,Chile
39,Estefanía,638,F,1993,Chile
40,Evelyn,580,F,1993,Chile
41,Verónica,580,F,1993,Chile
42,Belén,551,F,1993,Chile
43,Yessenia,551,F,1993,Chile
44,Paola,551,F,1993,Chile
45,Michelle,493,F,1993,Chile
46,Rosa,493,F,1993,Chile
47,Nataly,493,F,1993,Chile
48,Jennifer,493,F,1993,Chile
49,Jessica,493,F,1993,Chile
50,Angela,464,F,1993,Chile
