Name,Count,Year,Gender,Country
Luciana,269,2020,,Italy
Carmela,267,2020,,Italy
Emanuela,266,2020,,Italy
Gabriella,265,2020,,Italy
Christian,264,2020,,Italy
Sonia,263,2020,,Italy
Alex,261,2020,,Italy
Irene,252,2020,,Italy
Pasquale,250,2020,,Italy
Adriana,249,2020,,Italy
Giada,248,2020,,Italy
Alessio,239,2020,,Italy
Mohamed,237,2020,,Italy
Mirella,236,2020,,Italy
Vittorio,227,2020,,Italy
Graziella,225,2020,,Italy
Diego,222,2020,,Italy
Edoardo,219,2020,,Italy
Mara,217,2020,,Italy
Gianfranco,216,2020,,Italy
Marcello,214,2020,,Italy
Giulio,212,2020,,Italy
Loretta,211,2020,,Italy
Liliana,208,2020,,Italy
Tiziano,206,2020,,Italy
Ciro,205,2020,,Italy
Gaetano,205,2020,,Italy
Marianna,203,2020,,Italy
Manuel,203,2020,,Italy
Fausto,198,2020,,Italy
Umberto,195,2020,,Italy
Enrica,193,2020,,Italy
Mariagrazia,192,2020,,Italy
Raffaella,191,2020,,Italy
Serena,190,2020,,Italy
Sandra,190,2020,,Italy
Carmine,190,2020,,Italy
Dario,188,2020,,Italy
Letizia,187,2020,,Italy
Mirco,185,2020,,Italy
Vittoria,185,2020,,Italy
Nicole,185,2020,,Italy
Lidia,182,2020,,Italy
Isabella,180,2020,,Italy
Camilla,179,2020,,Italy
Benedetta,177,2020,,Italy
Gaia,175,2020,,Italy
Alfredo,171,2020,,Italy
Lorena,171,2020,,Italy
Lisa,170,2020,,Italy
Guido,168,2020,,Italy
Deanna,167,2020,,Italy
Lina,166,2020,,Italy
Erika,166,2020,,Italy
Jessica,165,2020,,Italy
Silvano,165,2020,,Italy
Daniel,165,2020,,Italy
Ivano,164,2020,,Italy
Maura,164,2020,,Italy
Gennaro,163,2020,,Italy
Adele,162,2020,,Italy
Rebecca,161,2020,,Italy
Bruna,161,2020,,Italy
Filomena,161,2020,,Italy
Rossella,160,2020,,Italy
Noemi,160,2020,,Italy
Rossana,160,2020,,Italy
Mariateresa,159,2020,,Italy
Aldo,158,2020,,Italy
Enzo,157,2020,,Italy
Marzia,154,2020,,Italy
Marialuisa,153,2020,,Italy
Edda,150,2020,,Italy
Bianca,150,2020,,Italy
Linda,149,2020,,Italy
Carlotta,148,2020,,Italy
Jacopo,147,2020,,Italy
Adriano,146,2020,,Italy
Romano,146,2020,,Italy
Valerio,146,2020,,Italy
Rosario,144,2020,,Italy
Gloria,144,2020,,Italy
Concetta,143,2020,,Italy
Viola,142,2020,,Italy
Gino,142,2020,,Italy
Lara,142,2020,,Italy
Thomas,141,2020,,Italy
Vanna,139,2020,,Italy
Rosaria,139,2020,,Italy
Olga,137,2020,,Italy
Emilio,137,2020,,Italy
Maddalena,136,2020,,Italy
Carmen,135,2020,,Italy
Emilia,134,2020,,Italy
Vincenza,133,2020,,Italy
Carolina,133,2020,,Italy
Renzo,133,2020,,Italy
Lorenza,132,2020,,Italy
Natalia,132,2020,,Italy
Debora,131,2020,,Italy
Tatiana,131,2020,,Italy
Agnese,131,2020,,Italy
Grazia,131,2020,,Italy
Mariacristina,130,2020,,Italy
Danilo,129,2020,,Italy
Mariagrazia,129,2020,,Italy
Nicoletta,129,2020,,Italy
Cesare,128,2020,,Italy
Donatella,127,2020,,Italy
Eugenio,126,2020,,Italy
Clara,125,2020,,Italy
Gianna,124,2020,,Italy
Domenica,123,2020,,Italy
Ahmed,123,2020,,Italy
Asia,123,2020,,Italy
Omar,122,2020,,Italy
Renato,121,2020,,Italy
Katia,121,2020,,Italy
Samuel,120,2020,,Italy
Morena,119,2020,,Italy
Catia,118,2020,,Italy
Michela,117,2020,,Italy
Fatima,116,2020,,Italy
Ettore,115,2020,,Italy
Elia,115,2020,,Italy
Vito,115,2020,,Italy
Miriam,114,2020,,Italy
Ivana,113,2020,,Italy
Antonia,111,2020,,Italy
Khadija,110,2020,,Italy
Mirko,109,2020,,Italy
Alfonso,109,2020,,Italy
Diana,109,2020,,Italy
Ginevra,108,2020,,Italy
Armando,107,2020,,Italy
Gabriel,107,2020,,Italy
Ida,106,2020,,Italy
Angelica,106,2020,,Italy
Virginia,105,2020,,Italy
Graziano,104,2020,,Italy
Assunta,104,2020,,Italy
Sandro,103,2020,,Italy
Mariya,103,2020,,Italy
Rocco,103,2020,,Italy
William,102,2020,,Italy
Monia,102,2020,,Italy
Ermanno,100,2020,,Italy
