Rank,Name,Count,Gender,Year,Country
98,Isaac,246,M,2003,Chile
99,Michael,246,M,2003,Chile
100,Jason,246,M,2003,Chile
1,Felipe,5104,M,1993,Chile
2,José,5046,M,1993,Chile
3,Juan,4379,M,1993,Chile
4,Diego,4379,M,1993,Chile
5,Nicolás,4263,M,1993,Chile
6,Luis,4089,M,1993,Chile
7,Sebastián,4002,M,1993,Chile
8,Carlos,3451,M,1993,Chile
9,Francisco,3393,M,1993,Chile
10,Cristian,2668,M,1993,Chile
11,Jorge,2610,M,1993,Chile
12,Matías,2378,M,1993,Chile
13,Daniel,2349,M,1993,Chile
14,Pablo,2291,M,1993,Chile
15,Víctor,2146,M,1993,Chile
16,Rodrigo,2088,M,1993,Chile
17,Miguel,1827,M,1993,Chile
18,Javier,1798,M,1993,Chile
19,Ignacio,1740,M,1993,Chile
20,Eduardo,1653,M,1993,Chile
21,Franco,1653,M,1993,Chile
22,Manuel,1595,M,1993,Chile
23,Patricio,1566,M,1993,Chile
24,Claudio,1566,M,1993,Chile
25,Jonathan,1537,M,1993,Chile
26,Marcelo,1421,M,1993,Chile
27,Alejandro,1421,M,1993,Chile
28,Camilo,1421,M,1993,Chile
29,Fabián,1392,M,1993,Chile
30,Mauricio,1363,M,1993,Chile
31,Sergio,1334,M,1993,Chile
32,Gabriel,1305,M,1993,Chile
33,David,1305,M,1993,Chile
34,Gonzalo,1247,M,1993,Chile
35,Ricardo,1218,M,1993,Chile
36,Fernando,1131,M,1993,Chile
37,Álvaro,1131,M,1993,Chile
38,Pedro,1131,M,1993,Chile
39,Andrés,1102,M,1993,Chile
40,Héctor,1102,M,1993,Chile
41,Esteban,1044,M,1993,Chile
42,Bastián,1015,M,1993,Chile
43,Oscar,986,M,1993,Chile
44,Cristóbal,928,M,1993,Chile
45,Roberto,870,M,1993,Chile
46,Jaime,870,M,1993,Chile
47,Iván,841,M,1993,Chile
48,Alexis,812,M,1993,Chile
49,César,812,M,1993,Chile
50,Marco,783,M,1993,Chile
